_recordId,prolific_id,age,country,gender,education,considered_CS,carried_out_CS_activities,extraversion_enthusiastic,critical_quarrelsome,dependable_self-disciplined,anxious_easily_upset,openness_to_experiences,reserved_quiet,sympathetic_warm,disorganized_careless,calm_emotionally_stable,conventional_uncreative,philosophy1,philosophy2,philosophy3,philosophy4,philosophy5,philosophy6,philosophy7,philosophy8,philosophy9,philosophy10,philosophy11,philosophy12,philosophy13,philosophy14,philosophy15,philosophy16,philosophy17,philosophy18,philosophy19,philosophy20,philosophy21,philosophy22,philosophy23,philosophy24,philosophy25,philosophy26,philosophy27,philosophy28,philosophy29,philosophy30,philosophy31,philosophy32,philosophy33,philosophy34,philosophy35,QID139_17,authority_edu,social_proof_edu,appeal_finances_edu,awareness_words_edu,semantic_repetition_priming_edu,appeal_to_common_sense,flattery_edu,hypocrisy_induction_edu,scarcity_edu,device_rhetorical_question_edu,device_hypophora_edu,semantic_repetition_edu,device_epistrophe,device_anaphora_edu,device_antanagoge_edu,Illusion_of_superiority_edu,appeal_finances_cs,awareness_words_cs,authority_cs,social_proof_cs,QID161_TEXT,QID141_TEXT,SC_6X9hnx1aa222uxf
R_2qDJwUdT1bsFL8y,5e9ec2317383f3000984ea3d,29,Great Britain,Male,Masters Degree,No,Yes and it made me MORE interested in the subject,Agree a little,Agree moderately,Neither agree nor disagree,Agree moderately,Agree a little,Disagree a little,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,Agree Strongly,"Disagree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",10,1,7,9,7,9,8,7,6,6,7,7,8,8,9,6,7,10,8,9,7,None,,95
R_1Kd5sboS5eXUYlE,5ec5300ab3d603493d3abadc,22,Great Britain,Female,Bachelors Degree,No,Other,Agree a little,Disagree a little,Agree moderately,Agree strongly,Agree moderately,Agree a little,Agree strongly,Disagree a little,Disagree a little,Agree moderately,"Agree Slightly					","Disagree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,5,1,7,8,6,6,7,4,6,6,3,4,9,4,6,2,4,4,7,6,4,"Being divisive doesn’t persuade - the “difference between” question really alienated me, and I was an A student!",,109
R_3scReOugQnNDZat,5ef1dd08c00bfb810d078a51,30,Great Britain,Female,Bachelors Degree,No,Yes and it made me MORE interested in the subject,Agree a little,Agree a little,Disagree a little,Disagree a little,Agree moderately,Neither agree nor disagree,Agree strongly,Agree a little,Agree a little,Agree strongly,Agree Strongly,"Agree Slightly					","Disagree Slightly					",Agree Strongly,Disagree Very Much,Agree Strongly,"Agree Slightly					",Agree Strongly,"Disagree Slightly					","Agree Slightly					",Agree Strongly,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,Agree Strongly,"Disagree Slightly					","Agree Slightly					",Agree Strongly,"Disagree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					",Disagree Very Much,Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Agree Strongly,Disagree Very Much,7,7,5,8,9,9,8,9,8,7,7,7,9,8,9,8,8,10,8,9,10,None. ,,117
R_21jo48LAuHrLPmK,55b899c5fdf99b7323bc60e0,33,Great Britain,Female,Bachelors Degree,No,Yes and it didn’t change my mind about the subject,Disagree moderately,Agree a little,Agree strongly,Agree a little,Agree moderately,Agree strongly,Agree moderately,Disagree strongly,Disagree a little,Disagree strongly,"Agree Slightly					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,Agree Strongly,"Neutral					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					","Agree Slightly					",Agree Strongly,Agree Strongly,Disagree Very Much,"Neutral					","Agree Slightly					","Agree Slightly					",Agree Strongly,Agree Strongly,8,7,9,5,5,7,10,7,9,10,6,10,4,4,4,3,6,7,5,9,6,N/a,,105
R_3oG91QYsIMoiekP,58a9acb966e4640001c53a7f,29,Great Britain,Male,Bachelors Degree,Yes,Other,Disagree strongly,Agree a little,Disagree a little,Agree strongly,Agree moderately,Agree moderately,Agree a little,Agree moderately,Disagree moderately,Disagree moderately,Agree Strongly,Disagree Very Much,Disagree Very Much,"Agree Slightly					",Disagree Very Much,"Agree Slightly					","Neutral					",Disagree Very Much,Disagree Very Much,"Neutral					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					",Agree Strongly,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Agree Strongly,2,6,2,2,2,5,2,3,3,5,2,1,2,5,8,8,4,7,2,4,6,Make his points more succinct,,126
R_xx514L4U0N7HAVr,59205fcb97a88c000145d191,50,Great Britain,Female,Bachelors Degree,No,Yes and it made me MORE interested in the subject,Disagree a little,Disagree moderately,Agree a little,Neither agree nor disagree,Agree a little,Agree moderately,Agree moderately,Disagree a little,Neither agree nor disagree,Disagree a little,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Neutral					","Neutral					","Disagree Slightly					","Neutral					","Disagree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Neutral					","Disagree Slightly					","Neutral					","Neutral					","Neutral					","Disagree Slightly					","Agree Slightly					","Neutral					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					",7,5,7,5,6,5,5,5,6,6,4,6,4,8,6,3,5,8,8,8,8,increase the size of the quotation box,,120
R_3D5PZ954R7gaMV0,5e7b85a926ed711963759fcd,20,Great Britain,Female,High School,No,Yes and it made me LESS interested in the subject,Agree a little,Agree a little,Agree moderately,Agree moderately,Agree a little,Neither agree nor disagree,Agree strongly,Disagree moderately,Agree a little,Agree a little,"Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,Agree Strongly,"Agree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,Agree Strongly,"Agree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Neutral					",Agree Strongly,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					",Agree Strongly,"Agree Slightly					",Agree Strongly,"Agree Slightly					",Agree Strongly,7,7,6,5,5,7,8,8,7,8,6,3,6,6,8,4,2,6,6,7,4,Saying you will be more financially stable if you go to university is the most convincing,5e7b85a926ed711963759fcd,97
R_3qJYFdBmK5mxMOe,5a1f3fb6fe645f0001ea0cdf,31,Great Britain,Female,Bachelors Degree,No,Other,Disagree strongly,Agree a little,Agree a little,Agree strongly,Agree a little,Agree strongly,Agree moderately,Disagree a little,Agree a little,Agree strongly,"Agree Slightly					","Agree Slightly					","Neutral					",Agree Strongly,Disagree Very Much,"Disagree Slightly					","Agree Slightly					",Agree Strongly,Disagree Very Much,Agree Strongly,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					",Agree Strongly,Agree Strongly,Agree Strongly,Agree Strongly,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Neutral					",Disagree Very Much,Agree Strongly,"Neutral					",Agree Strongly,"Agree Slightly					",Agree Strongly,3,5,3,1,7,3,7,4,10,10,5,5,7,6,4,4,7,6,6,9,8,some are good persuavive points but others not so much ,,115
R_27NBCqPmvzLdhcL,5de966a035fcd40948c78ff1,21,Great Britain,Female,Bachelors Degree,No,Other,Disagree moderately,Disagree strongly,Agree moderately,Disagree a little,Agree a little,Agree a little,Agree strongly,Disagree strongly,Agree a little,Disagree a little,"Agree Slightly					","Disagree Slightly					","Neutral					","Neutral					","Disagree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,"Neutral					",Disagree Very Much,Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					",Disagree Very Much,"Neutral					","Disagree Slightly					","Neutral					","Neutral					","Agree Slightly					","Agree Slightly					",8,6,7,4,8,9,7,8,5,5,5,4,4,6,7,4,4,8,10,7,8,Some of the statements I felt were condescending and made me feel inferior for not wanting that sort of success or wealth. Also some of the statements didn’t show up properly.,,126
R_pubXPs7lHJ5Cdix,5e8e588bdf10df1148b4f9f3,33,Great Britain,Female,Bachelors Degree,Yes,Yes and it made me MORE interested in the subject,Agree a little,Disagree moderately,Agree moderately,Agree a little,Agree a little,Agree moderately,Agree moderately,Disagree strongly,Agree moderately,Disagree a little,"Agree Slightly					","Agree Slightly					","Disagree Slightly					",Agree Strongly,Agree Strongly,"Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",9,6,9,3,5,4,9,8,9,10,9,8,9,10,10,9,10,9,9,9,10,It’s an amazing study I found. ,,99
R_2XcwQYGx3eELZmW,5e7a318196e883000a18d936,41,Great Britain,Female,Masters Degree,Yes,Yes and it made me MORE interested in the subject,Agree strongly,Disagree strongly,Agree strongly,Disagree strongly,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree strongly,Disagree strongly,Agree Strongly,"Disagree Slightly					",Disagree Very Much,"Neutral					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Agree Slightly					",Disagree Very Much,"Agree Slightly					",Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,Disagree Very Much,"Disagree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Agree Slightly					",Disagree Very Much,4,7,5,2,4,2,3,2,4,6,1,3,2,2,4,2,1,2,2,4,3,CHANGE SUBJECT MATTER,5e7a318196e883000a18d936,150
R_1NksacMNgHf4wec,5eb6eccc6b2e3c08e61f7c39,19,Great Britain,Female,High School,No,Yes and it made me LESS interested in the subject,Disagree moderately,Neither agree nor disagree,Agree a little,Agree moderately,Neither agree nor disagree,Agree a little,Agree moderately,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Neutral					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Neutral					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Neutral					","Neutral					","Neutral					","Neutral					","Disagree Slightly					","Neutral					","Disagree Slightly					","Disagree Slightly					","Neutral					","Neutral					","Disagree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Disagree Slightly					",9,5,7,1,2,1,3,1,3,2,1,1,1,1,4,3,6,1,1,1,1,Nothing,,119
R_UJSzXl1dmgWnqO5,5836fa18e83d21000180bfdb,26,Virgin Islands (UK),Female,High School,Yes,Yes and it made me MORE interested in the subject,Agree moderately,Agree a little,Agree moderately,Disagree moderately,Agree moderately,Agree moderately,Agree strongly,Agree a little,Agree a little,Disagree strongly,"Agree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,"Disagree Slightly					","Neutral					","Neutral					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					",Disagree Very Much,"Agree Slightly					","Neutral					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Neutral					","Agree Slightly					","Neutral					","Disagree Slightly					",Disagree Very Much,"Disagree Slightly					","Disagree Slightly					","Disagree Slightly					","Agree Slightly					",Disagree Very Much,9,6,9,4,7,7,10,6,8,7,7,5,5,7,7,7,7,8,7,8,10,"you guys made education the be it and end all, when thats not true. a lot of people who are supposedly the smartest in the room don't seem to have the common knowledge that others do but are treated better because they have a degree under their belt. it all came off as get a degree be better than others",,261
R_1JCQ2Fuzlg5FoIg,5edaca318f29cf7309ac2ed5,19,Great Britain,Female,Masters Degree,Yes,Yes and it didn’t change my mind about the subject,Neither agree nor disagree,Agree moderately,Agree a little,Agree a little,Agree strongly,Agree a little,Agree a little,Disagree a little,Agree moderately,Agree moderately,"Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					",Agree Strongly,"Neutral					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Disagree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",Disagree Very Much,"Agree Slightly					","Disagree Slightly					",Agree Strongly,Agree Strongly,"Neutral					","Agree Slightly					",Agree Strongly,"Agree Slightly					","Neutral					","Disagree Slightly					","Agree Slightly					","Disagree Slightly					",Agree Strongly,"Agree Slightly					","Agree Slightly					","Agree Slightly					","Agree Slightly					",8,6,9,7,8,6,9,8,7,8,8,8,9,7,8,9,8,8,8,7,9,The correct suggestions,,105
